estado,sem,m_acum,f_acum,acum,semana,year
Morelos,0,0,4,3,48,2016
Nayarit,0,0,0,0,48,2016
Nuevo León,0,0,4,4,48,2016
Oaxaca,0,0,0,0,48,2016
Puebla,0,0,0,0,48,2016
Querétaro,0,0,0,0,48,2016
Quintana Roo,0,0,0,0,48,2016
San Luis Potosí,0,0,0,0,48,2016
Sinaloa,0,0,0,7,48,2016
Sonora,0,0,17,18,48,2016
Tabasco,0,0,0,0,48,2016
Tamaulipas,0,0,2,1,48,2016
Tlaxcala,0,0,0,0,48,2016
Veracruz,0,0,1,3,48,2016
Yucatán,0,0,0,0,48,2016
Zacatecas,0,0,0,0,48,2016
TOTAL,0,0,38,44,48,2016
Aguascalientes,0,0,0,0,49,2016
Baja California,0,0,1,3,49,2016
Baja California Sur,0,0,0,1,49,2016
Campeche,0,0,1,0,49,2016
Coahuila,0,0,2,0,49,2016
Colima,0,0,0,0,49,2016
Chiapas,0,0,1,0,49,2016
Chihuahua,0,0,3,1,49,2016
Ciudad de México,0,0,0,0,49,2016
Durango,0,0,0,0,49,2016
Guanajuato,0,0,0,0,49,2016
Guerrero,0,0,0,0,49,2016
Hidalgo,0,0,0,0,49,2016
Jalisco,0,0,1,2,49,2016
México,0,0,0,0,49,2016
Michoacán,0,0,1,1,49,2016
Morelos,0,0,4,3,49,2016
Nayarit,0,0,0,0,49,2016
Nuevo León,0,0,4,4,49,2016
Oaxaca,0,0,0,0,49,2016
Puebla,0,0,0,0,49,2016
Querétaro,0,0,0,0,49,2016
Quintana Roo,0,0,0,0,49,2016
San Luis Potosí,0,0,0,0,49,2016
Sinaloa,0,0,0,7,49,2016
Sonora,0,0,17,18,49,2016
Tabasco,0,0,0,0,49,2016
Tamaulipas,0,0,2,1,49,2016
Tlaxcala,0,0,0,0,49,2016
Veracruz,0,0,1,3,49,2016
Yucatán,0,0,0,0,49,2016
Zacatecas,0,0,0,0,49,2016
TOTAL,0,0,38,44,49,2016
Aguascalientes,0,0,0,0,50,2016
Baja California,0,0,1,3,50,2016
Baja California Sur,0,0,0,1,50,2016
Campeche,0,0,1,0,50,2016
Coahuila,0,0,2,0,50,2016
Colima,0,0,0,0,50,2016
Chiapas,0,0,1,0,50,2016
Chihuahua,0,0,3,1,50,2016
Ciudad de México,0,0,0,0,50,2016
Durango,0,0,0,0,50,2016
Guanajuato,0,0,0,0,50,2016
Guerrero,0,0,0,0,50,2016
Hidalgo,0,0,0,0,50,2016
Jalisco,0,0,1,2,50,2016
México,0,0,0,0,50,2016
Michoacán,0,0,1,1,50,2016
Morelos,0,0,4,3,50,2016
Nayarit,0,0,0,0,50,2016
Nuevo León,0,0,4,4,50,2016
Oaxaca,0,0,0,0,50,2016
Puebla,0,0,0,0,50,2016
Querétaro,0,0,0,0,50,2016
Quintana Roo,0,0,0,0,50,2016
San Luis Potosí,0,0,0,0,50,2016
Sinaloa,0,0,0,7,50,2016
Sonora,0,0,17,18,50,2016
Tabasco,0,0,0,0,50,2016
Tamaulipas,0,0,2,1,50,2016
Tlaxcala,0,0,0,0,50,2016
Veracruz,0,0,1,3,50,2016
Yucatán,0,0,0,0,50,2016
Zacatecas,0,0,0,0,50,2016
TOTAL,0,0,38,44,50,2016
Aguascalientes,0,0,0,0,51,2016
Baja California,0,0,1,3,51,2016
Baja California Sur,0,0,0,1,51,2016
Campeche,0,0,1,0,51,2016
Coahuila,0,0,2,0,51,2016
Colima,0,0,0,0,51,2016
Chiapas,0,0,1,0,51,2016
Chihuahua,0,0,3,1,51,2016
Ciudad de México,0,0,0,0,51,2016
Durango,0,0,0,0,51,2016
Guanajuato,0,0,0,0,51,2016
Guerrero,0,0,0,0,51,2016
Hidalgo,0,0,0,0,51,2016
Jalisco,0,0,1,2,51,2016
México,0,0,0,0,51,2016
Michoacán,0,0,1,1,51,2016
Morelos,0,0,4,3,51,2016
Nayarit,0,0,0,0,51,2016
Nuevo León,0,0,4,4,51,2016
Oaxaca,0,0,0,0,51,2016
Puebla,0,0,0,0,51,2016
Querétaro,0,0,0,0,51,2016
Quintana Roo,0,0,0,0,51,2016
San Luis Potosí,0,0,0,0,51,2016
Sinaloa,0,0,0,7,51,2016
Sonora,0,0,17,18,51,2016
Tabasco,0,0,0,0,51,2016
Tamaulipas,0,0,2,1,51,2016
Tlaxcala,0,0,0,0,51,2016
Veracruz,0,0,1,3,51,2016
Yucatán,0,0,0,0,51,2016
Zacatecas,0,0,0,0,51,2016
TOTAL,0,0,38,44,51,2016
