estado,1,2,3,sem,m_acum,f_acum,acum,semana,year,8,9
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Quintana Roo,0.0,1.0,2.0,0.0,0.0,1.0,0.0,30,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Sinaloa,14.0,168.0,575.0,0.0,0.0,2.0,6.0,30,2015,5.0,
Sonora,1.0,7.0,21.0,29.0,2.0,29.0,27.0,30,2015,32.0,
Tabasco,1.0,3.0,1.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Tamaulipas,0.0,4.0,9.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Veracruz,0.0,4.0,8.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Yucatán,3.0,15.0,14.0,2.0,0.0,0.0,0.0,30,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2015,0.0,
TOTAL,39.0,314.0,839.0,87.0,12.0,61.0,70.0,30,2015,195.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Baja California,5.0,48.0,68.0,31.0,5.0,26.0,19.0,31,2015,59.0,
Baja California Sur,1.0,6.0,16.0,11.0,0.0,1.0,1.0,31,2015,2.0,
Campeche,5.0,1.0,11.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,8.0,31,2015,73.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,31,2015,0.0,
Chiapas,0.0,2.0,3.0,2.0,0.0,0.0,0.0,31,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,31,2015,4.0,
Ciudad de México,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,1.0,0.0,3.0,31,2015,1.0,
Guerrero,0.0,1.0,7.0,1.0,0.0,0.0,0.0,31,2015,0.0,
Hidalgo,0.0,4.0,3.0,1.0,0.0,0.0,1.0,31,2015,0.0,
Jalisco,0.0,2.0,6.0,0.0,0.0,0.0,0.0,31,2015,0.0,
México,0.0,1.0,4.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Michoacán,0.0,11.0,21.0,1.0,0.0,0.0,0.0,31,2015,0.0,
Morelos,1.0,17.0,44.0,0.0,0.0,0.0,0.0,31,2015,2.0,
Nayarit,0.0,8.0,12.0,1.0,0.0,0.0,0.0,31,2015,0.0,
Nuevo León,3.0,10.0,21.0,0.0,0.0,4.0,12.0,31,2015,19.0,
Oaxaca,0.0,1.0,2.0,7.0,0.0,0.0,0.0,31,2015,0.0,
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Quintana Roo,1.0,1.0,3.0,0.0,0.0,1.0,0.0,31,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Sinaloa,23.0,172.0,594.0,0.0,1.0,2.0,7.0,31,2015,5.0,
Sonora,0.0,8.0,21.0,32.0,1.0,36.0,30.0,31,2015,35.0,
Tabasco,0.0,3.0,1.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Tamaulipas,0.0,4.0,9.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Veracruz,0.0,4.0,8.0,0.0,0.0,0.0,0.0,31,2015,0.0,
Yucatán,2.0,16.0,15.0,2.0,0.0,0.0,0.0,31,2015,0.0,
Zacatecas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31,2015,0.0,
TOTAL,41.0,326.0,875.0,93.0,8.0,75.0,82.0,31,2015,202.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Baja California,3.0,49.0,68.0,37.0,7.0,31.0,22.0,32,2015,59.0,
Baja California Sur,0.0,6.0,16.0,11.0,0.0,1.0,1.0,32,2015,2.0,
Campeche,0.0,1.0,11.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,8.0,32,2015,77.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,32,2015,0.0,
Chiapas,0.0,2.0,3.0,2.0,0.0,0.0,0.0,32,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,32,2015,4.0,
Ciudad de México,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32,2015,1.0,
Guerrero,0.0,1.0,7.0,1.0,0.0,0.0,0.0,32,2015,0.0,
Hidalgo,0.0,4.0,3.0,1.0,0.0,0.0,1.0,32,2015,0.0,
Jalisco,0.0,2.0,6.0,0.0,0.0,0.0,0.0,32,2015,0.0,
México,0.0,1.0,4.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Michoacán,0.0,11.0,20.0,1.0,0.0,0.0,0.0,32,2015,0.0,
Morelos,3.0,18.0,46.0,0.0,0.0,0.0,0.0,32,2015,2.0,
Nayarit,1.0,8.0,13.0,1.0,0.0,0.0,0.0,32,2015,0.0,
Nuevo León,5.0,10.0,26.0,0.0,0.0,3.0,11.0,32,2015,19.0,
Oaxaca,0.0,1.0,2.0,8.0,0.0,0.0,0.0,32,2015,0.0,
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Quintana Roo,1.0,1.0,4.0,0.0,0.0,1.0,0.0,32,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Sinaloa,20.0,177.0,609.0,0.0,0.0,2.0,7.0,32,2015,5.0,
Sonora,2.0,9.0,23.0,35.0,6.0,42.0,35.0,32,2015,40.0,
Tabasco,0.0,3.0,2.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Tamaulipas,1.0,4.0,10.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Tlaxcala,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Veracruz,1.0,5.0,8.0,0.0,0.0,0.0,0.0,32,2015,0.0,
Yucatán,3.0,17.0,17.0,3.0,0.0,0.0,0.0,32,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32,2015,0.0,
TOTAL,41.0,336.0,904.0,104.0,13.0,85.0,93.0,32,2015,211.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Baja California,6.0,50.0,72.0,38.0,4.0,31.0,24.0,33,2015,60.0,
Baja California Sur,1.0,6.0,18.0,12.0,0.0,1.0,1.0,33,2015,2.0,
Campeche,0.0,1.0,11.0,1.0,1.0,0.0,1.0,33,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,9.0,33,2015,77.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,33,2015,0.0,
Chiapas,0.0,2.0,3.0,2.0,0.0,0.0,0.0,33,2015,0.0,
Chihuahua,3.0,3.0,2.0,0.0,1.0,2.0,0.0,33,2015,4.0,
Ciudad de México,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,2015,0.0,
Guanajuato,1.0,1.0,0.0,0.0,1.0,1.0,3.0,33,2015,1.0,
Guerrero,0.0,1.0,7.0,1.0,0.0,0.0,0.0,33,2015,0.0,
Hidalgo,0.0,4.0,3.0,1.0,0.0,0.0,1.0,33,2015,0.0,
Jalisco,0.0,2.0,6.0,0.0,0.0,0.0,0.0,33,2015,0.0,
México,1.0,2.0,4.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Michoacán,1.0,12.0,21.0,1.0,0.0,0.0,0.0,33,2015,0.0,
Morelos,8.0,20.0,50.0,0.0,0.0,0.0,0.0,33,2015,2.0,
Nayarit,0.0,8.0,13.0,1.0,0.0,0.0,0.0,33,2015,0.0,
Nuevo León,1.0,10.0,27.0,0.0,0.0,4.0,10.0,33,2015,19.0,
Oaxaca,0.0,2.0,5.0,8.0,0.0,0.0,0.0,33,2015,0.0,
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Quintana Roo,0.0,1.0,4.0,0.0,0.0,0.0,0.0,33,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Sinaloa,18.0,185.0,619.0,0.0,0.0,2.0,7.0,33,2015,5.0,
Sonora,0.0,9.0,24.0,36.0,5.0,44.0,38.0,33,2015,41.0,
Tabasco,0.0,3.0,5.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Tamaulipas,2.0,4.0,12.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Veracruz,1.0,5.0,9.0,0.0,0.0,0.0,0.0,33,2015,0.0,
Yucatán,7.0,18.0,23.0,3.0,0.0,0.0,0.0,33,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33,2015,0.0,
TOTAL,50.0,353.0,943.0,108.0,12.0,89.0,99.0,33,2015,213.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Baja California,9.0,61.0,84.0,39.0,4.0,33.0,26.0,34,2015,62.0,
Baja California Sur,1.0,5.0,16.0,12.0,0.0,1.0,0.0,34,2015,2.0,
Campeche,0.0,1.0,11.0,4.0,0.0,0.0,1.0,34,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,11.0,34,2015,77.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34,2015,0.0,
Chiapas,0.0,2.0,4.0,2.0,0.0,0.0,0.0,34,2015,0.0,
Chihuahua,1.0,4.0,2.0,0.0,0.0,2.0,0.0,34,2015,4.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34,2015,0.0,
Guanajuato,0.0,1.0,0.0,0.0,4.0,2.0,6.0,34,2015,1.0,
Guerrero,0.0,1.0,7.0,2.0,0.0,0.0,0.0,34,2015,0.0,
Hidalgo,1.0,4.0,4.0,1.0,0.0,0.0,1.0,34,2015,0.0,
Jalisco,1.0,2.0,7.0,0.0,0.0,0.0,0.0,34,2015,0.0,
México,0.0,2.0,4.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Michoacán,1.0,12.0,21.0,1.0,0.0,0.0,0.0,34,2015,0.0,
Morelos,2.0,6.0,21.0,0.0,0.0,9.0,2.0,34,2015,2.0,
Nayarit,1.0,8.0,14.0,1.0,0.0,0.0,0.0,34,2015,0.0,
Nuevo León,1.0,8.0,28.0,0.0,0.0,4.0,8.0,34,2015,19.0,
Oaxaca,0.0,1.0,5.0,8.0,0.0,0.0,0.0,34,2015,0.0,
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Quintana Roo,0.0,2.0,9.0,0.0,0.0,0.0,0.0,34,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Sinaloa,17.0,208.0,643.0,0.0,0.0,2.0,6.0,34,2015,5.0,
Sonora,2.0,10.0,25.0,38.0,10.0,49.0,45.0,34,2015,45.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Tamaulipas,3.0,6.0,13.0,0.0,1.0,1.0,0.0,34,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Veracruz,2.0,5.0,11.0,0.0,0.0,0.0,0.0,34,2015,0.0,
Yucatán,9.0,29.0,28.0,3.0,0.0,0.0,0.0,34,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34,2015,0.0,
TOTAL,51.0,385.0,967.0,115.0,19.0,107.0,111.0,34,2015,219.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Baja California,4.0,62.0,87.0,41.0,8.0,34.0,33.0,35,2015,63.0,
Baja California Sur,2.0,5.0,18.0,12.0,0.0,1.0,2.0,35,2015,2.0,
Campeche,0.0,1.0,11.0,4.0,0.0,0.0,1.0,35,2015,0.0,
Coahuila,1.0,2.0,0.0,3.0,0.0,3.0,11.0,35,2015,77.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35,2015,0.0,
Chiapas,0.0,2.0,4.0,2.0,0.0,0.0,0.0,35,2015,0.0,
Chihuahua,0.0,5.0,2.0,0.0,0.0,2.0,0.0,35,2015,4.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35,2015,0.0,
Guanajuato,0.0,1.0,0.0,0.0,0.0,2.0,6.0,35,2015,1.0,
Guerrero,4.0,4.0,3.0,2.0,0.0,0.0,0.0,35,2015,0.0,
Hidalgo,0.0,4.0,4.0,1.0,0.0,0.0,1.0,35,2015,0.0,
Jalisco,0.0,2.0,7.0,0.0,1.0,0.0,1.0,35,2015,0.0,
México,0.0,2.0,4.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Michoacán,0.0,12.0,20.0,1.0,0.0,0.0,0.0,35,2015,0.0,
Morelos,3.0,6.0,24.0,0.0,0.0,9.0,2.0,35,2015,2.0,
Nayarit,1.0,8.0,15.0,1.0,0.0,0.0,0.0,35,2015,0.0,
Nuevo León,2.0,6.0,13.0,0.0,0.0,2.0,2.0,35,2015,19.0,
Oaxaca,0.0,1.0,2.0,8.0,0.0,0.0,0.0,35,2015,0.0,
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,2.0,35,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Sinaloa,23.0,80.0,217.0,0.0,0.0,4.0,17.0,35,2015,5.0,
Sonora,1.0,10.0,27.0,40.0,5.0,52.0,49.0,35,2015,48.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Tamaulipas,0.0,6.0,13.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Veracruz,0.0,9.0,17.0,0.0,0.0,0.0,0.0,35,2015,0.0,
Yucatán,2.0,31.0,32.0,4.0,0.0,0.0,0.0,35,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35,2015,0.0,
TOTAL,43.0,266.0,535.0,120.0,14.0,112.0,132.0,35,2015,223.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Baja California,4.0,63.0,90.0,41.0,7.0,37.0,37.0,36,2015,69.0,
Baja California Sur,0.0,7.0,20.0,13.0,0.0,1.0,2.0,36,2015,2.0,
Campeche,0.0,1.0,11.0,4.0,0.0,0.0,1.0,36,2015,0.0,
Coahuila,0.0,2.0,0.0,3.0,1.0,3.0,12.0,36,2015,79.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36,2015,0.0,
Chiapas,0.0,2.0,4.0,2.0,0.0,0.0,0.0,36,2015,0.0,
Chihuahua,0.0,5.0,2.0,1.0,0.0,2.0,0.0,36,2015,4.0,
Ciudad de México,1.0,1.0,1.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36,2015,0.0,
Guanajuato,1.0,1.0,2.0,0.0,0.0,2.0,6.0,36,2015,1.0,
Guerrero,0.0,4.0,3.0,2.0,0.0,0.0,0.0,36,2015,0.0,
Hidalgo,0.0,4.0,4.0,1.0,0.0,0.0,1.0,36,2015,0.0,
Jalisco,0.0,2.0,7.0,0.0,0.0,3.0,3.0,36,2015,0.0,
México,0.0,2.0,4.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Michoacán,2.0,12.0,22.0,1.0,0.0,0.0,0.0,36,2015,0.0,
Morelos,1.0,6.0,25.0,0.0,0.0,9.0,2.0,36,2015,2.0,
Nayarit,1.0,9.0,15.0,1.0,0.0,0.0,0.0,36,2015,0.0,
Nuevo León,5.0,7.0,17.0,0.0,0.0,2.0,2.0,36,2015,19.0,
Oaxaca,0.0,1.0,2.0,8.0,0.0,0.0,0.0,36,2015,0.0,
Puebla,0.0,1.0,1.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,36,2015,2.0,
San Luis Potosí,0.0,1.0,3.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Sinaloa,25.0,84.0,239.0,0.0,0.0,4.0,17.0,36,2015,5.0,
Sonora,0.0,5.0,17.0,40.0,5.0,47.0,39.0,36,2015,48.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Tamaulipas,1.0,7.0,13.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Veracruz,1.0,10.0,17.0,0.0,0.0,0.0,0.0,36,2015,0.0,
Yucatán,2.0,27.0,34.0,4.0,0.0,0.0,0.0,36,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36,2015,0.0,
TOTAL,44.0,269.0,566.0,122.0,13.0,113.0,130.0,36,2015,231.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Baja California,8.0,69.0,92.0,46.0,7.0,40.0,41.0,37,2015,71.0,
Baja California Sur,1.0,7.0,21.0,15.0,0.0,1.0,2.0,37,2015,3.0,
Campeche,0.0,1.0,11.0,4.0,0.0,0.0,1.0,37,2015,0.0,
Coahuila,0.0,2.0,0.0,3.0,3.0,3.0,15.0,37,2015,81.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37,2015,0.0,
Chiapas,0.0,2.0,4.0,2.0,0.0,0.0,0.0,37,2015,0.0,
Chihuahua,0.0,5.0,2.0,1.0,0.0,2.0,0.0,37,2015,4.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,37,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37,2015,0.0,
Guanajuato,0.0,1.0,2.0,0.0,0.0,2.0,6.0,37,2015,1.0,
Guerrero,0.0,4.0,3.0,2.0,0.0,0.0,0.0,37,2015,0.0,
Hidalgo,0.0,4.0,4.0,1.0,0.0,0.0,1.0,37,2015,0.0,
Jalisco,0.0,2.0,6.0,0.0,0.0,3.0,3.0,37,2015,0.0,
México,0.0,2.0,4.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Michoacán,2.0,13.0,23.0,1.0,0.0,0.0,0.0,37,2015,0.0,
Morelos,5.0,7.0,29.0,0.0,0.0,9.0,2.0,37,2015,2.0,
Nayarit,0.0,9.0,15.0,1.0,0.0,0.0,0.0,37,2015,0.0,
Nuevo León,2.0,9.0,17.0,0.0,0.0,2.0,2.0,37,2015,19.0,
Oaxaca,1.0,2.0,3.0,9.0,0.0,0.0,0.0,37,2015,0.0,
Puebla,3.0,1.0,4.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,37,2015,2.0,
San Luis Potosí,0.0,1.0,3.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Sinaloa,46.0,99.0,270.0,0.0,0.0,4.0,17.0,37,2015,5.0,
Sonora,1.0,8.0,19.0,40.0,6.0,52.0,40.0,37,2015,51.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Tamaulipas,2.0,7.0,15.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Veracruz,2.0,11.0,18.0,0.0,0.0,0.0,0.0,37,2015,0.0,
Yucatán,3.0,28.0,36.0,4.0,0.0,0.0,0.0,37,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37,2015,0.0,
TOTAL,76.0,300.0,615.0,132.0,16.0,121.0,138.0,37,2015,239.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Baja California,2.0,71.0,92.0,49.0,16.0,48.0,48.0,38,2015,77.0,
Baja California Sur,0.0,7.0,21.0,15.0,0.0,1.0,2.0,38,2015,3.0,
Campeche,0.0,1.0,11.0,5.0,0.0,0.0,1.0,38,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,0.0,4.0,15.0,38,2015,83.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38,2015,0.0,
Chiapas,1.0,2.0,5.0,2.0,0.0,0.0,0.0,38,2015,0.0,
Chihuahua,0.0,5.0,2.0,1.0,0.0,2.0,0.0,38,2015,4.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,38,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38,2015,0.0,
Guanajuato,0.0,1.0,2.0,0.0,0.0,2.0,6.0,38,2015,1.0,
Guerrero,0.0,4.0,3.0,2.0,0.0,0.0,0.0,38,2015,0.0,
Hidalgo,0.0,4.0,4.0,1.0,0.0,0.0,1.0,38,2015,0.0,
Jalisco,1.0,2.0,7.0,0.0,0.0,3.0,3.0,38,2015,0.0,
México,0.0,2.0,4.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Michoacán,0.0,13.0,22.0,1.0,0.0,0.0,0.0,38,2015,0.0,
Morelos,3.0,10.0,29.0,0.0,0.0,9.0,2.0,38,2015,2.0,
Nayarit,0.0,9.0,15.0,6.0,0.0,0.0,0.0,38,2015,0.0,
Nuevo León,0.0,9.0,17.0,0.0,1.0,2.0,3.0,38,2015,20.0,
Oaxaca,0.0,2.0,3.0,9.0,0.0,0.0,0.0,38,2015,0.0,
Puebla,0.0,1.0,2.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,38,2015,2.0,
San Luis Potosí,0.0,1.0,3.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Sinaloa,21.0,108.0,282.0,0.0,0.0,4.0,17.0,38,2015,5.0,
Sonora,0.0,10.0,16.0,41.0,4.0,57.0,44.0,38,2015,55.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Tamaulipas,2.0,7.0,17.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Veracruz,2.0,12.0,19.0,0.0,0.0,0.0,0.0,38,2015,0.0,
Yucatán,0.0,28.0,36.0,4.0,0.0,0.0,0.0,38,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38,2015,0.0,
TOTAL,32.0,317.0,626.0,143.0,21.0,135.0,150.0,38,2015,252.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Baja California,2.0,73.0,92.0,49.0,21.0,54.0,63.0,39,2015,77.0,
Baja California Sur,2.0,9.0,21.0,16.0,0.0,1.0,2.0,39,2015,3.0,
Campeche,3.0,2.0,13.0,5.0,0.0,0.0,1.0,39,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,1.0,5.0,15.0,39,2015,83.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39,2015,0.0,
Chiapas,0.0,2.0,5.0,2.0,0.0,0.0,0.0,39,2015,0.0,
Chihuahua,0.0,5.0,2.0,1.0,0.0,2.0,0.0,39,2015,4.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,39,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39,2015,0.0,
Guanajuato,1.0,1.0,3.0,0.0,0.0,2.0,6.0,39,2015,1.0,
Guerrero,0.0,4.0,3.0,2.0,0.0,0.0,0.0,39,2015,0.0,
Hidalgo,0.0,4.0,4.0,1.0,0.0,0.0,1.0,39,2015,0.0,
Jalisco,0.0,2.0,7.0,0.0,0.0,3.0,3.0,39,2015,0.0,
México,3.0,2.0,7.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Michoacán,0.0,13.0,22.0,1.0,0.0,0.0,0.0,39,2015,0.0,
Morelos,1.0,11.0,29.0,0.0,0.0,9.0,2.0,39,2015,2.0,
Nayarit,0.0,9.0,15.0,6.0,0.0,0.0,0.0,39,2015,0.0,
Nuevo León,1.0,9.0,18.0,0.0,0.0,2.0,3.0,39,2015,21.0,
Oaxaca,0.0,2.0,3.0,9.0,0.0,0.0,0.0,39,2015,0.0,
Puebla,0.0,1.0,2.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,39,2015,2.0,
San Luis Potosí,1.0,2.0,3.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Sinaloa,32.0,114.0,308.0,0.0,1.0,4.0,18.0,39,2015,5.0,
Sonora,1.0,11.0,16.0,45.0,6.0,60.0,47.0,39,2015,57.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Tamaulipas,1.0,7.0,18.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Veracruz,2.0,12.0,21.0,0.0,0.0,0.0,0.0,39,2015,0.0,
Yucatán,0.0,28.0,36.0,4.0,0.0,0.0,0.0,39,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39,2015,0.0,
TOTAL,50.0,331.0,662.0,148.0,29.0,145.0,169.0,39,2015,255.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Baja California,4.0,74.0,95.0,52.0,21.0,62.0,76.0,40,2015,80.0,
Baja California Sur,0.0,9.0,21.0,18.0,0.0,1.0,2.0,40,2015,3.0,
Campeche,0.0,2.0,13.0,5.0,0.0,0.0,1.0,40,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,0.0,5.0,15.0,40,2015,83.0,
